Age,Gender,Marital_Status,Customer_Region,Product_Category,Preferred_Payment_Method,Preferred_Delivery_Option,Device_Used,Annual_Income,Spending_Score,Average_Order_Value,Number_of_Orders,Review_Score,Age_Group,Engagement_Level,High_Spender,Cluster
20,1,1,Europe,Sports,Debit Card,Standard,Mobile,142366,59,613.84,47,4,18-25,Active,1,2
68,1,1,Europe,Home,PayPal,Express,Tablet,28068,7,12.37,33,3,60+,Active,0,0
42,1,1,North America,Home,Credit Card,Standard,Mobile,82172,30,379.69,11,3,36-45,Active,0,2
33,0,0,South America,Home,Net Banking,Standard,Tablet,84524,6,355.09,68,1,26-35,Occasional,0,1
69,1,0,Asia,Home,Credit Card,Express,Desktop,57851,23,913.76,50,1,60+,Occasional,0,0
62,0,0,Europe,Beauty,Net Banking,Same-Day,Desktop,135444,91,482.55,43,4,60+,Occasional,0,0
64,0,1,North America,Beauty,Debit Card,Same-Day,Mobile,64219,73,122.63,37,4,60+,Occasional,0,0
20,1,1,North America,Electronics,PayPal,Express,Mobile,157618,65,689.99,17,2,18-25,Active,1,2
51,0,0,Asia,Fashion,Credit Card,Same-Day,Mobile,143612,8,619.79,96,1,46-60,Active,0,3
19,0,0,Europe,Home,PayPal,Express,Desktop,119191,33,316.91,80,1,18-25,Active,0,2
32,0,1,Asia,Fashion,Debit Card,Same-Day,Tablet,29298,53,744.05,35,3,26-35,Occasional,1,1
53,0,0,Europe,Fashion,Credit Card,Standard,Desktop,93142,51,727.58,87,2,46-60,Occasional,0,3
42,0,0,Europe,Electronics,PayPal,Standard,Tablet,45755,38,427.25,74,3,36-45,Active,0,2
33,0,1,Europe,Fashion,PayPal,Standard,Desktop,153393,35,800.73,79,5,26-35,Active,0,2
39,1,0,South America,Beauty,Credit Card,Standard,Mobile,154730,50,493.96,35,4,36-45,Active,0,2
26,1,0,Europe,Fashion,Net Banking,Express,Tablet,66929,16,134.69,73,5,26-35,Occasional,0,1
26,0,1,Europe,Home,Net Banking,Same-Day,Tablet,32080,43,571.54,16,5,26-35,Occasional,0,1
63,1,1,North America,Electronics,Credit Card,Express,Tablet,34844,72,188.67,52,2,60+,Occasional,0,0
67,0,1,South America,Sports,PayPal,Express,Mobile,162622,5,689.92,7,4,60+,Occasional,0,0
21,1,1,Asia,Electronics,Credit Card,Standard,Tablet,191018,85,736.73,43,3,18-25,Active,1,2
45,0,1,South America,Electronics,Debit Card,Express,Desktop,189615,63,710.74,58,2,36-45,Occasional,1,1
56,0,1,Europe,Home,Net Banking,Express,Mobile,89192,93,114.28,67,4,46-60,Occasional,0,3
59,1,1,Asia,Electronics,PayPal,Express,Mobile,86751,51,243.12,93,3,46-60,Occasional,0,3
19,1,0,North America,Sports,Net Banking,Standard,Tablet,172169,60,810.6,65,2,18-25,Occasional,1,1
18,1,0,North America,Home,Credit Card,Standard,Tablet,65166,99,371.99,62,3,18-25,Active,0,2
39,1,1,South America,Beauty,Debit Card,Express,Desktop,28376,27,191.63,12,2,36-45,Active,0,2
36,1,0,North America,Beauty,Credit Card,Standard,Mobile,116539,5,521.66,6,2,36-45,Active,0,2
33,0,1,Europe,Electronics,Net Banking,Express,Tablet,188618,96,177.78,54,2,26-35,Occasional,0,1
35,0,1,Asia,Fashion,Debit Card,Express,Mobile,104025,84,518.91,78,3,26-35,Occasional,1,1
53,0,1,North America,Electronics,Net Banking,Standard,Mobile,106922,97,476.37,7,2,46-60,Active,0,3
53,1,1,South America,Fashion,Net Banking,Express,Tablet,79662,26,237.38,86,5,46-60,Occasional,0,3
64,0,0,South America,Home,PayPal,Same-Day,Tablet,66065,60,139.58,85,1,60+,Active,0,0
31,1,0,Europe,Sports,Debit Card,Express,Tablet,84648,99,285.74,33,1,26-35,Active,0,2
44,0,1,Europe,Sports,Debit Card,Express,Tablet,30585,79,325.24,99,4,36-45,Occasional,0,1
31,0,0,Europe,Fashion,Credit Card,Same-Day,Desktop,70981,95,567.8,67,3,26-35,Active,1,2
56,0,1,South America,Home,Credit Card,Same-Day,Tablet,60281,56,59.39,25,5,46-60,Occasional,0,3
36,1,0,Asia,Electronics,Credit Card,Standard,Mobile,29594,44,804.25,58,3,36-45,Active,0,2
66,0,1,Europe,Beauty,Net Banking,Same-Day,Desktop,33241,61,901.48,39,3,60+,Active,1,0
29,0,1,Europe,Home,Debit Card,Express,Mobile,23436,70,715.44,84,2,26-35,Occasional,1,1
69,1,1,North America,Home,Debit Card,Standard,Tablet,106946,8,688.52,64,1,60+,Occasional,0,0
36,0,0,Europe,Fashion,Net Banking,Express,Desktop,106365,28,255.96,38,1,36-45,Active,0,2
19,1,0,North America,Home,PayPal,Express,Mobile,158375,31,655.46,45,5,18-25,Active,0,2
64,0,1,Asia,Electronics,Debit Card,Express,Mobile,33846,84,822.06,35,1,60+,Occasional,1,0
66,0,1,Asia,Electronics,Net Banking,Same-Day,Tablet,139227,61,340.81,7,3,60+,Occasional,0,0
43,1,1,Europe,Electronics,Net Banking,Same-Day,Desktop,51503,58,48.16,41,3,36-45,Occasional,0,1
53,1,0,South America,Sports,PayPal,Standard,Tablet,119727,46,274.15,10,5,46-60,Active,0,3
49,0,1,Europe,Fashion,Net Banking,Express,Tablet,151136,7,931.4,39,1,46-60,Active,0,3
48,1,0,Europe,Home,Credit Card,Express,Mobile,57236,41,48.38,25,1,46-60,Active,0,3
45,0,1,Europe,Beauty,PayPal,Express,Tablet,112151,16,828.8,7,4,36-45,Highly Active,0,2
21,1,0,Europe,Electronics,PayPal,Express,Desktop,77950,78,206.73,93,4,18-25,Active,0,2
58,1,0,Europe,Beauty,PayPal,Standard,Mobile,34003,68,672.43,94,5,46-60,Active,1,3
52,1,1,Europe,Beauty,Debit Card,Express,Tablet,171505,93,7.9,56,1,46-60,Occasional,0,3
62,1,1,North America,Sports,PayPal,Same-Day,Mobile,174110,28,644.75,21,5,60+,Occasional,0,0
60,0,1,Asia,Home,Net Banking,Express,Mobile,116716,48,75.27,55,4,46-60,Highly Active,0,3
25,1,0,Asia,Sports,Net Banking,Express,Mobile,153916,50,728.76,54,3,18-25,Occasional,0,1
26,0,0,North America,Electronics,Credit Card,Express,Mobile,79744,57,948.96,81,5,26-35,Occasional,1,1
29,0,1,North America,Electronics,Debit Card,Standard,Tablet,35341,48,142.13,68,3,26-35,Occasional,0,1
50,1,1,North America,Beauty,PayPal,Standard,Tablet,176504,51,82.63,76,5,46-60,Occasional,0,3
20,0,0,Europe,Beauty,PayPal,Same-Day,Desktop,112534,23,740.07,94,1,18-25,Active,0,2
42,1,1,Europe,Sports,PayPal,Same-Day,Mobile,146626,39,442.86,76,1,36-45,Active,0,2
22,1,1,North America,Home,Credit Card,Standard,Desktop,195438,2,243.85,80,2,18-25,Active,0,2
61,1,1,South America,Electronics,Debit Card,Same-Day,Desktop,184257,66,464.43,44,5,60+,Occasional,0,0
61,1,1,Europe,Sports,PayPal,Same-Day,Tablet,170142,7,419.78,22,5,60+,Active,0,0
34,0,1,Asia,Sports,Net Banking,Standard,Desktop,42938,93,727.99,92,3,26-35,Active,1,2
45,1,0,Europe,Home,Credit Card,Same-Day,Mobile,44736,89,291.73,96,3,36-45,Occasional,0,1
37,1,0,South America,Beauty,Debit Card,Same-Day,Mobile,111880,3,745.43,71,1,36-45,Active,0,2
33,0,0,Asia,Electronics,Net Banking,Same-Day,Mobile,136854,98,763.26,92,2,26-35,Occasional,1,1
44,1,1,South America,Sports,PayPal,Same-Day,Desktop,167147,39,402.75,8,3,36-45,Active,0,2
27,0,1,Asia,Home,PayPal,Same-Day,Desktop,45039,98,963.19,33,2,26-35,Occasional,1,1
38,0,0,South America,Sports,PayPal,Same-Day,Tablet,158302,21,583.28,25,2,36-45,Occasional,0,1
55,0,0,Europe,Electronics,PayPal,Express,Desktop,85891,97,628.87,19,5,46-60,Highly Active,1,3
30,1,1,North America,Fashion,Debit Card,Same-Day,Tablet,191522,6,867.1,44,4,26-35,Occasional,0,1
68,1,1,South America,Sports,Credit Card,Same-Day,Tablet,94119,100,793.21,2,5,60+,Occasional,1,0
32,0,1,North America,Fashion,Debit Card,Express,Mobile,88232,53,498.11,85,2,26-35,Active,0,2
54,1,0,Europe,Fashion,Credit Card,Express,Tablet,198719,44,827.83,82,3,46-60,Active,0,3
23,0,1,Europe,Beauty,Credit Card,Standard,Desktop,165768,68,382.27,48,2,18-25,Occasional,0,1
50,0,0,South America,Electronics,PayPal,Same-Day,Tablet,28947,64,645.4,30,2,46-60,Active,1,3
54,0,0,Europe,Sports,Credit Card,Same-Day,Desktop,132022,43,934.97,51,4,46-60,Occasional,0,3
58,1,0,South America,Electronics,Debit Card,Same-Day,Tablet,77869,19,856.3,91,2,46-60,Highly Active,0,3
52,0,1,Asia,Home,Debit Card,Express,Tablet,162309,20,570.1,64,4,46-60,Active,0,3
41,1,0,North America,Electronics,Debit Card,Same-Day,Mobile,110487,12,323.27,5,4,36-45,Occasional,0,1
56,0,0,Europe,Home,PayPal,Same-Day,Desktop,178150,2,214.55,24,1,46-60,Active,0,3
41,1,0,North America,Sports,Net Banking,Express,Tablet,161954,36,154.17,55,4,36-45,Active,0,2
48,0,1,Asia,Beauty,Debit Card,Standard,Desktop,192201,3,503.99,17,5,46-60,Highly Active,0,3
51,0,1,North America,Home,Debit Card,Same-Day,Desktop,97121,87,345.8,74,3,46-60,Occasional,0,3
61,1,1,Europe,Electronics,Credit Card,Express,Desktop,173744,37,676.96,94,5,60+,Occasional,0,0
31,1,0,South America,Electronics,Net Banking,Same-Day,Desktop,184515,46,430.14,47,2,26-35,Occasional,0,1
56,1,0,Asia,Home,Debit Card,Same-Day,Mobile,121469,17,32.07,51,4,46-60,Occasional,0,3
58,0,1,Europe,Home,PayPal,Same-Day,Tablet,94081,33,565.21,86,4,46-60,Occasional,0,3
34,1,1,North America,Home,Net Banking,Standard,Desktop,44125,78,555.51,23,2,26-35,Occasional,1,1
36,1,1,Asia,Sports,PayPal,Express,Mobile,117865,93,465.4,42,4,36-45,Occasional,0,1
67,1,1,Asia,Home,PayPal,Standard,Tablet,67096,47,509.03,74,3,60+,Occasional,0,0
41,0,1,Europe,Beauty,Net Banking,Standard,Tablet,158584,47,501.45,95,5,36-45,Active,0,2
67,0,1,Europe,Fashion,Net Banking,Express,Mobile,129982,5,791.3,60,5,60+,Active,0,0
27,0,0,Asia,Sports,Credit Card,Express,Desktop,55603,89,808.07,52,4,26-35,Active,1,2
54,0,1,Asia,Fashion,PayPal,Express,Mobile,195921,16,900.18,10,4,46-60,Occasional,0,3
69,0,1,North America,Fashion,Net Banking,Same-Day,Mobile,89421,8,519.94,40,3,60+,Active,0,0
60,1,1,Europe,Beauty,PayPal,Express,Mobile,50350,28,237.58,81,2,46-60,Occasional,0,3
18,0,0,North America,Beauty,Credit Card,Express,Desktop,91304,11,465.09,27,4,18-25,Active,0,2
32,0,0,North America,Sports,Credit Card,Express,Desktop,120725,31,951.12,74,5,26-35,Occasional,0,1
38,0,1,North America,Beauty,PayPal,Same-Day,Mobile,118617,90,996.54,31,4,36-45,Occasional,1,1
60,0,0,Asia,Beauty,Credit Card,Same-Day,Tablet,93446,59,879.17,16,4,46-60,Active,1,3
21,1,0,Asia,Sports,Net Banking,Standard,Desktop,103874,44,524.62,48,5,18-25,Occasional,0,1
59,0,1,North America,Beauty,Debit Card,Express,Mobile,54141,47,446.75,45,2,46-60,Active,0,3
60,0,1,South America,Fashion,Debit Card,Standard,Mobile,54516,25,752.37,20,3,46-60,Active,0,3
35,0,1,South America,Electronics,PayPal,Express,Mobile,181096,20,516.27,76,4,26-35,Active,0,2
65,1,1,Asia,Beauty,Debit Card,Standard,Tablet,161994,12,203.09,67,5,60+,Occasional,0,0
18,0,0,Asia,Sports,Net Banking,Express,Mobile,180414,20,93.85,26,3,18-25,Active,0,2
25,1,0,Asia,Home,Debit Card,Standard,Desktop,138731,20,195.6,96,5,18-25,Active,0,2
37,0,0,South America,Sports,Credit Card,Same-Day,Desktop,142315,24,34.19,55,4,36-45,Active,0,2
59,1,1,South America,Home,Credit Card,Same-Day,Desktop,66381,77,44.68,79,2,46-60,Active,0,3
63,1,1,South America,Sports,Credit Card,Same-Day,Tablet,193354,48,490.01,8,1,60+,Occasional,0,0
54,0,1,South America,Sports,PayPal,Standard,Tablet,91399,70,350.66,55,5,46-60,Occasional,0,3
31,1,0,Europe,Fashion,Debit Card,Express,Tablet,34173,26,397.38,51,4,26-35,Occasional,0,1
35,0,1,Europe,Sports,Net Banking,Standard,Mobile,54528,98,72.44,39,5,26-35,Occasional,0,1
37,1,1,Asia,Sports,Debit Card,Same-Day,Mobile,131631,47,31.51,41,4,36-45,Occasional,0,1
58,1,1,North America,Electronics,Net Banking,Express,Tablet,189465,29,480.59,75,4,46-60,Occasional,0,3
56,1,1,Asia,Electronics,PayPal,Same-Day,Mobile,110233,47,74.95,38,2,46-60,Occasional,0,3
26,1,1,North America,Home,Debit Card,Same-Day,Tablet,153337,57,376.82,49,2,26-35,Occasional,0,1
28,0,0,Europe,Home,PayPal,Express,Mobile,148932,94,900.15,9,5,26-35,Occasional,1,1
60,0,0,Asia,Sports,Net Banking,Same-Day,Desktop,123831,10,710.37,41,3,46-60,Occasional,0,3
37,0,0,Asia,Fashion,PayPal,Standard,Desktop,92590,55,23.39,91,5,36-45,Occasional,0,1
27,0,0,Europe,Home,PayPal,Express,Desktop,83836,41,587.49,52,1,26-35,Occasional,0,1
65,1,0,Europe,Fashion,PayPal,Express,Tablet,94181,47,357.91,11,1,60+,Active,0,0
40,1,1,Asia,Home,Credit Card,Same-Day,Mobile,60373,15,286.34,99,1,36-45,Occasional,0,1
27,1,1,Europe,Fashion,Debit Card,Same-Day,Mobile,103408,79,483.86,49,1,26-35,Occasional,0,1
61,0,1,South America,Home,Net Banking,Same-Day,Mobile,167189,83,797.05,69,3,60+,Active,1,0
19,1,1,South America,Sports,Net Banking,Standard,Tablet,132341,67,672.25,47,5,18-25,Active,1,2
55,0,0,North America,Beauty,Debit Card,Express,Desktop,164210,41,95.67,58,3,46-60,Highly Active,0,3
61,0,0,South America,Fashion,Net Banking,Standard,Desktop,37746,26,984.57,12,1,60+,Active,0,0
64,0,1,South America,Sports,PayPal,Standard,Tablet,83179,29,617.09,76,2,60+,Active,0,0
60,0,1,South America,Home,Credit Card,Same-Day,Desktop,83695,16,553.29,37,2,46-60,Occasional,0,3
65,0,1,Europe,Sports,Net Banking,Standard,Mobile,150687,54,848.62,94,5,60+,Active,1,0
32,0,1,Asia,Beauty,Debit Card,Express,Desktop,150389,72,633.66,75,5,26-35,Occasional,1,1
60,1,0,Europe,Beauty,Net Banking,Same-Day,Tablet,152929,73,906.27,64,5,46-60,Occasional,1,3
64,1,1,Asia,Sports,PayPal,Express,Mobile,44304,67,483.07,99,2,60+,Occasional,0,0
54,1,1,Europe,Electronics,Credit Card,Same-Day,Tablet,58281,59,806.22,20,3,46-60,Occasional,1,3
35,1,0,Asia,Beauty,Net Banking,Standard,Mobile,22079,82,326.69,68,1,26-35,Occasional,0,1
56,0,0,Europe,Electronics,Credit Card,Express,Tablet,192378,73,818.82,58,2,46-60,Occasional,1,3
52,1,0,North America,Electronics,Debit Card,Same-Day,Mobile,27787,97,398.53,76,5,46-60,Active,0,3
23,1,0,Europe,Fashion,PayPal,Same-Day,Tablet,193527,70,501.72,10,4,18-25,Occasional,0,1
51,1,1,Europe,Home,PayPal,Same-Day,Tablet,123538,29,862.33,66,2,46-60,Active,0,3
41,1,0,Asia,Fashion,Credit Card,Standard,Desktop,48002,40,382.1,12,5,36-45,Occasional,0,1
19,1,0,Asia,Home,Credit Card,Express,Mobile,167188,89,799.52,47,1,18-25,Active,1,2
49,1,0,Europe,Home,Debit Card,Same-Day,Desktop,72527,64,552.93,77,4,46-60,Occasional,1,3
23,1,0,Asia,Fashion,Net Banking,Express,Desktop,136735,48,589.45,61,4,18-25,Occasional,0,1
36,1,0,Europe,Sports,PayPal,Same-Day,Desktop,61990,29,278.74,42,4,36-45,Active,0,2
53,0,0,North America,Sports,Net Banking,Same-Day,Tablet,102038,3,13.73,78,4,46-60,Highly Active,0,3
63,1,0,South America,Home,PayPal,Same-Day,Mobile,160593,46,717.62,90,4,60+,Occasional,0,0
19,1,1,South America,Sports,Credit Card,Express,Mobile,76166,20,829.24,56,5,18-25,Active,0,2
22,1,1,Europe,Home,Net Banking,Standard,Tablet,155432,62,234.13,61,5,18-25,Active,0,2
43,0,0,South America,Fashion,Net Banking,Standard,Tablet,27092,81,368.97,99,5,36-45,Occasional,0,1
55,0,0,Europe,Electronics,Credit Card,Standard,Tablet,35642,73,444.59,41,2,46-60,Occasional,0,3
29,0,0,North America,Electronics,Credit Card,Express,Tablet,145638,6,829.21,99,4,26-35,Occasional,0,1
28,0,0,South America,Beauty,Net Banking,Same-Day,Tablet,90855,65,228.6,88,5,26-35,Occasional,0,1
67,1,1,North America,Fashion,Credit Card,Standard,Desktop,180684,89,490.17,80,1,60+,Occasional,0,0
38,0,1,Europe,Beauty,Net Banking,Express,Mobile,106048,67,121.3,84,3,36-45,Occasional,0,1
28,0,0,Asia,Sports,Net Banking,Same-Day,Tablet,123802,77,658.66,18,1,26-35,Active,1,2
24,0,1,North America,Beauty,Credit Card,Express,Tablet,107254,71,10.16,25,4,18-25,Active,0,2
34,0,0,Europe,Electronics,PayPal,Same-Day,Mobile,107078,8,524.95,59,4,26-35,Active,0,2
20,1,1,Asia,Electronics,Net Banking,Express,Mobile,23966,65,449.86,6,1,18-25,Occasional,0,1
54,1,1,Asia,Electronics,Net Banking,Same-Day,Desktop,87661,64,976.1,28,3,46-60,Active,1,3
20,0,1,Europe,Home,Debit Card,Standard,Mobile,44630,54,813.75,15,4,18-25,Occasional,1,1
61,0,0,Europe,Electronics,Credit Card,Same-Day,Mobile,182928,85,102.19,75,2,60+,Occasional,0,0
32,1,0,Asia,Home,PayPal,Express,Desktop,187404,22,31.09,1,4,26-35,Occasional,0,1
62,1,0,Europe,Sports,Debit Card,Standard,Tablet,81898,74,980.42,33,5,60+,Active,1,0
46,0,0,South America,Electronics,Net Banking,Express,Mobile,163325,53,706.37,92,4,46-60,Occasional,1,3
26,1,1,South America,Fashion,Net Banking,Express,Mobile,21795,86,222.14,17,1,26-35,Active,0,2
38,1,0,Europe,Fashion,Net Banking,Standard,Desktop,146945,76,423.33,58,4,36-45,Active,0,2
47,0,1,Asia,Beauty,Net Banking,Same-Day,Desktop,140716,20,295.9,55,1,46-60,Occasional,0,3
50,1,0,Europe,Fashion,Net Banking,Express,Tablet,109581,38,307.76,16,1,46-60,Occasional,0,3
41,1,1,Europe,Fashion,PayPal,Standard,Mobile,64667,48,343.7,83,2,36-45,Occasional,0,1
54,0,0,Europe,Beauty,Net Banking,Standard,Tablet,95681,11,534.37,27,4,46-60,Highly Active,0,3
67,1,1,South America,Electronics,Credit Card,Express,Tablet,33119,22,263.5,57,2,60+,Occasional,0,0
60,0,0,Asia,Electronics,Net Banking,Express,Desktop,136688,7,388.02,99,5,46-60,Occasional,0,3
40,1,0,South America,Fashion,Debit Card,Express,Tablet,80764,55,144.81,83,1,36-45,Active,0,2
34,1,1,South America,Electronics,PayPal,Same-Day,Desktop,160018,7,303.28,9,4,26-35,Highly Active,0,2
37,0,0,North America,Electronics,Net Banking,Express,Mobile,74223,93,612.85,70,3,36-45,Active,1,2
41,0,0,Asia,Sports,Net Banking,Standard,Desktop,58287,10,502.01,2,1,36-45,Active,0,2
54,0,0,Europe,Fashion,Net Banking,Express,Mobile,135940,40,755.0,42,5,46-60,Active,0,3
20,1,0,Asia,Fashion,Net Banking,Express,Desktop,50705,41,528.3,48,1,18-25,Occasional,0,1
54,1,0,Europe,Beauty,Net Banking,Express,Mobile,125383,100,605.56,87,3,46-60,Active,1,3
27,1,1,Asia,Fashion,Net Banking,Same-Day,Desktop,183153,36,417.97,1,1,26-35,Active,0,2
46,0,0,North America,Beauty,Net Banking,Express,Desktop,120271,51,313.75,16,1,46-60,Occasional,0,3
19,0,1,Europe,Electronics,PayPal,Standard,Mobile,160798,30,560.01,92,2,18-25,Occasional,0,1
26,0,0,South America,Electronics,Debit Card,Standard,Tablet,75462,68,557.89,48,2,26-35,Occasional,1,1
33,0,0,Europe,Home,PayPal,Express,Mobile,173430,57,465.43,88,1,26-35,Occasional,0,1
66,1,1,Asia,Sports,PayPal,Same-Day,Mobile,198070,25,963.32,41,5,60+,Active,0,0
24,1,1,Asia,Fashion,Credit Card,Standard,Tablet,47191,48,907.29,3,1,18-25,Occasional,0,1
32,1,0,South America,Fashion,PayPal,Same-Day,Mobile,89497,28,922.42,16,5,26-35,Active,0,2
45,0,1,Asia,Beauty,Net Banking,Express,Mobile,193533,31,707.22,56,2,36-45,Active,0,2
68,1,0,Europe,Home,Debit Card,Same-Day,Tablet,184713,13,564.07,74,1,60+,Occasional,0,0
52,0,1,North America,Fashion,Net Banking,Standard,Mobile,106262,44,433.98,89,1,46-60,Active,0,3
40,0,1,South America,Beauty,Credit Card,Standard,Desktop,47698,5,476.56,53,1,36-45,Active,0,2
34,0,0,South America,Home,Net Banking,Express,Tablet,166842,41,874.33,46,1,26-35,Highly Active,0,2
58,1,1,Europe,Beauty,Net Banking,Same-Day,Desktop,170060,53,799.03,17,5,46-60,Occasional,1,3
51,1,0,South America,Electronics,Credit Card,Same-Day,Tablet,108714,44,744.13,9,2,46-60,Occasional,0,3
28,0,1,Asia,Electronics,PayPal,Express,Tablet,173797,39,290.21,85,3,26-35,Occasional,0,1
55,0,0,Europe,Beauty,Net Banking,Express,Desktop,152607,23,645.22,51,1,46-60,Active,0,3
68,1,0,Europe,Sports,Credit Card,Same-Day,Tablet,134644,67,428.59,96,1,60+,Active,0,0
68,0,0,Europe,Sports,Net Banking,Express,Desktop,81292,3,154.19,37,4,60+,Occasional,0,0
44,0,0,Europe,Home,PayPal,Standard,Tablet,160648,71,437.25,94,4,36-45,Active,0,2
57,1,0,South America,Home,Debit Card,Same-Day,Mobile,188856,97,622.01,79,3,46-60,Active,1,3
36,1,0,South America,Sports,Credit Card,Express,Mobile,177841,96,198.32,87,3,36-45,Active,0,2
18,1,0,Asia,Beauty,Debit Card,Same-Day,Mobile,136404,100,565.77,70,3,18-25,Active,1,2
50,0,1,North America,Electronics,Credit Card,Express,Mobile,93378,24,617.3,89,1,46-60,Active,0,3
31,1,1,Europe,Electronics,Debit Card,Same-Day,Mobile,57990,64,612.29,32,5,26-35,Occasional,1,1
29,1,1,South America,Home,Debit Card,Express,Desktop,40628,5,248.31,93,4,26-35,Highly Active,0,2
48,1,1,South America,Beauty,PayPal,Express,Mobile,101813,31,356.83,63,5,46-60,Highly Active,0,3
44,0,1,North America,Home,PayPal,Same-Day,Tablet,129807,5,582.96,90,2,36-45,Occasional,0,1
52,0,0,North America,Electronics,Credit Card,Same-Day,Tablet,151012,28,654.67,14,4,46-60,Active,0,3
51,0,0,Europe,Fashion,Credit Card,Same-Day,Desktop,138529,36,725.84,12,4,46-60,Active,0,3
21,0,1,Asia,Fashion,Debit Card,Same-Day,Tablet,167043,54,55.01,28,5,18-25,Active,0,2
49,0,1,North America,Home,Net Banking,Standard,Mobile,64338,92,422.78,16,4,46-60,Occasional,0,3
40,0,0,North America,Beauty,Credit Card,Express,Desktop,147885,50,75.54,39,4,36-45,Occasional,0,1
34,1,1,Europe,Sports,PayPal,Same-Day,Mobile,32594,95,302.66,90,4,26-35,Active,0,2
35,0,0,South America,Home,PayPal,Standard,Desktop,84497,46,98.3,84,5,26-35,Occasional,0,1
38,1,1,South America,Electronics,Credit Card,Standard,Tablet,178030,7,794.42,15,3,36-45,Active,0,2
63,0,0,North America,Electronics,Credit Card,Express,Desktop,29820,47,614.97,4,3,60+,Occasional,0,0
64,1,1,North America,Fashion,PayPal,Same-Day,Mobile,80188,100,203.33,5,5,60+,Active,0,0
24,0,1,South America,Home,PayPal,Standard,Mobile,33549,100,845.02,57,3,18-25,Active,1,2
45,0,1,North America,Electronics,Net Banking,Same-Day,Tablet,52667,46,131.78,52,2,36-45,Occasional,0,1
59,0,0,South America,Beauty,PayPal,Same-Day,Desktop,184273,92,951.4,2,5,46-60,Occasional,1,3
39,0,1,South America,Beauty,PayPal,Same-Day,Tablet,155938,15,394.2,52,5,36-45,Occasional,0,1
55,1,1,South America,Fashion,PayPal,Same-Day,Tablet,69791,29,420.01,10,2,46-60,Highly Active,0,3
31,0,1,Asia,Fashion,Net Banking,Express,Tablet,193613,4,683.64,48,5,26-35,Active,0,2
64,0,1,Asia,Beauty,Debit Card,Express,Tablet,28416,87,750.89,59,1,60+,Active,1,0
28,1,0,South America,Sports,Debit Card,Standard,Tablet,151606,19,712.91,28,3,26-35,Active,0,2
33,1,0,Europe,Home,PayPal,Same-Day,Mobile,119050,92,841.58,61,2,26-35,Active,1,2
41,1,1,South America,Electronics,Net Banking,Express,Tablet,185321,24,261.25,69,1,36-45,Occasional,0,1
38,1,0,Europe,Electronics,Net Banking,Express,Tablet,151886,19,419.04,7,3,36-45,Occasional,0,1
62,1,1,North America,Home,Credit Card,Express,Tablet,24899,91,173.8,60,4,60+,Active,0,0
34,1,0,Asia,Electronics,Credit Card,Standard,Mobile,103794,32,306.49,61,3,26-35,Active,0,2
51,0,0,South America,Sports,Net Banking,Express,Mobile,136253,1,815.12,83,5,46-60,Occasional,0,3
32,1,1,Europe,Beauty,Net Banking,Same-Day,Tablet,24421,92,714.85,79,1,26-35,Highly Active,1,2
35,1,1,North America,Electronics,Net Banking,Standard,Desktop,68655,63,238.52,86,4,26-35,Occasional,0,1
58,0,0,Asia,Sports,Debit Card,Standard,Desktop,145575,85,11.06,60,3,46-60,Occasional,0,3
26,0,0,South America,Electronics,Credit Card,Same-Day,Mobile,22757,1,144.26,53,1,26-35,Occasional,0,1
31,0,1,North America,Sports,Net Banking,Standard,Mobile,46553,21,450.02,1,4,26-35,Occasional,0,1
39,1,1,North America,Electronics,Debit Card,Same-Day,Desktop,76059,99,696.94,17,5,36-45,Occasional,1,1
54,0,0,North America,Fashion,Net Banking,Same-Day,Tablet,138251,8,589.63,92,4,46-60,Active,0,3
38,0,0,North America,Home,Debit Card,Standard,Desktop,93140,51,391.11,46,4,36-45,Active,0,2
68,0,1,Europe,Beauty,Credit Card,Express,Tablet,160566,39,113.59,87,5,60+,Active,0,0
29,1,0,Europe,Home,PayPal,Express,Desktop,183488,7,484.43,71,2,26-35,Active,0,2
44,0,0,South America,Fashion,PayPal,Express,Desktop,46753,69,768.3,37,1,36-45,Occasional,1,1
57,0,0,Asia,Sports,Net Banking,Same-Day,Tablet,180323,84,801.56,57,2,46-60,Occasional,1,3
68,0,0,Asia,Fashion,Credit Card,Same-Day,Tablet,87719,95,460.08,13,4,60+,Active,0,0
24,1,1,Asia,Sports,Net Banking,Same-Day,Desktop,153660,81,222.62,75,2,18-25,Active,0,2
48,0,0,North America,Home,Net Banking,Standard,Tablet,186721,10,300.83,12,5,46-60,Active,0,3
27,1,1,South America,Fashion,Credit Card,Standard,Mobile,49129,91,569.05,51,2,26-35,Occasional,1,1
51,0,1,Europe,Fashion,PayPal,Standard,Mobile,124972,26,268.33,30,4,46-60,Active,0,3
50,1,0,South America,Fashion,Credit Card,Standard,Desktop,26402,66,803.84,1,3,46-60,Active,1,3
44,0,0,Asia,Sports,Debit Card,Standard,Tablet,141772,47,78.22,43,5,36-45,Active,0,2
29,1,0,North America,Beauty,PayPal,Standard,Tablet,165681,77,268.45,39,4,26-35,Occasional,0,1
54,1,1,Asia,Fashion,Credit Card,Standard,Mobile,160527,35,498.47,13,3,46-60,Highly Active,0,3
58,1,0,South America,Beauty,Net Banking,Express,Tablet,165332,79,296.74,33,4,46-60,Highly Active,0,3
